uts,utc_time,artist,artist_mbid,album,album_mbid,track,track_mbid
"1643423865","29 Jan 2022, 02:37","Counting Crows","a0327dc2-dc76-44d5-aec6-47cd2dff1469","August and Everything After","0201c645-c8fe-46b0-b785-815a617a1136","Anna Begins","0608fc59-cde3-3b7e-93f8-75fa0993137f"
"1643423560","29 Jan 2022, 02:32","Counting Crows","a0327dc2-dc76-44d5-aec6-47cd2dff1469","August and Everything After","0201c645-c8fe-46b0-b785-815a617a1136","Perfect Blue Buildings","0e9d4c2a-83f9-4ddd-8d49-4d0908846bd2"
"1643423289","29 Jan 2022, 02:28","Counting Crows","a0327dc2-dc76-44d5-aec6-47cd2dff1469","August and Everything After","0201c645-c8fe-46b0-b785-815a617a1136","Mr. Jones","00e3d84b-e094-4360-9010-547482b085c6"
"1643423072","29 Jan 2022, 02:24","Counting Crows","a0327dc2-dc76-44d5-aec6-47cd2dff1469","August and Everything After","0201c645-c8fe-46b0-b785-815a617a1136","Omaha","0312b703-f26b-3930-b966-62ecaf1c2ff9"
"1643422740","29 Jan 2022, 02:19","Counting Crows","a0327dc2-dc76-44d5-aec6-47cd2dff1469","August and Everything After","0201c645-c8fe-46b0-b785-815a617a1136","Round Here","014563f1-dae1-3ffc-981a-5e1bc8e4fc55"
"1643413175","28 Jan 2022, 23:39","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","Home Invasion","00e7ea06-93b5-40e6-aadc-472108428590","Ice M.F. T",""
"1643405261","28 Jan 2022, 21:27","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","Home Invasion","00e7ea06-93b5-40e6-aadc-472108428590","Ice M.F. T",""
"1643404869","28 Jan 2022, 21:21","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Ed",""
"1643404834","28 Jan 2022, 21:20","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Ed",""
"1643404799","28 Jan 2022, 21:19","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","New Jack Hustler (Nino's Theme)",""
"1643404657","28 Jan 2022, 21:17","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","New Jack Hustler (Nino's Theme)",""
"1643404515","28 Jan 2022, 21:15","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Mind Over Matter",""
"1643404389","28 Jan 2022, 21:13","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Mind Over Matter",""
"1643404263","28 Jan 2022, 21:11","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Mic Contract",""
"1643404131","28 Jan 2022, 21:08","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Mic Contract",""
"1643403999","28 Jan 2022, 21:06","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Ziplock",""
"1643403958","28 Jan 2022, 21:05","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Ziplock",""
"1643403901","28 Jan 2022, 21:05","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Home of the Bodybag",""
"1643403834","28 Jan 2022, 21:03","Ice-T","8a75ce0d-1df3-47cc-b076-ce2f4e8250f0","O.G. Original Gangster","0090cb1c-de28-4824-9da2-538c32491775","Home of the Bodybag",""
"1643403628","28 Jan 2022, 21:00","LL Cool J","a4dd0e77-83b8-4e92-89b7-effb0e47fd8c","Walking With A Panther","17da0703-f727-4a0d-8806-ffc090e94b79","I'm That Type Of Guy","02274f90-186c-44cd-8b1e-6dce05b509e8"
"1643403219","28 Jan 2022, 20:53","A Tribe Called Quest","9689aa5a-4471-4fb4-9721-07cecda0fa9f","The Low End Theory","00833c5d-da40-44d0-b5d7-a52328b251bc","Buggin' Out","01d91288-636a-4870-977e-8fd5fe3bc149"
"1643403110","28 Jan 2022, 20:51","A Tribe Called Quest","9689aa5a-4471-4fb4-9721-07cecda0fa9f","The Low End Theory","00833c5d-da40-44d0-b5d7-a52328b251bc","Buggin' Out","01d91288-636a-4870-977e-8fd5fe3bc149"
"1643403001","28 Jan 2022, 20:50","Public Enemy","","It Takes A Nation Of Millions To Hold Us Back (Deluxe Edition)","","She Watch Channel Zero?!","0a40aa67-d74d-31ff-a334-b92c97a9df0a"
"1643402887","28 Jan 2022, 20:48","Public Enemy","","It Takes A Nation Of Millions To Hold Us Back (Deluxe Edition)","","She Watch Channel Zero?!","0a40aa67-d74d-31ff-a334-b92c97a9df0a"
"1643402772","28 Jan 2022, 20:46","Run the Jewels","a80c5dc5-b12e-4667-9f5a-b568961f3839","Run the Jewels 3","386a689f-7ec4-4c4f-8a0c-fef18124a25f","Talk to Me","3c32677f-d8b8-4fc5-8891-c5114cfead92"
"1643402697","28 Jan 2022, 20:44","Run the Jewels","a80c5dc5-b12e-4667-9f5a-b568961f3839","Run the Jewels 3","386a689f-7ec4-4c4f-8a0c-fef18124a25f","Talk to Me","3c32677f-d8b8-4fc5-8891-c5114cfead92"
"1643402621","28 Jan 2022, 20:43","Beastie Boys","9beb62b2-88db-4cea-801e-162cd344ee53","Ill Communication","04a3a4c8-7b0d-4751-b050-1a9cc789ad35","Sure Shot","0135b1b2-ec65-3957-b93b-d08c354b5321"
"1643402520","28 Jan 2022, 20:42","Beastie Boys","9beb62b2-88db-4cea-801e-162cd344ee53","Ill Communication","04a3a4c8-7b0d-4751-b050-1a9cc789ad35","Sure Shot","0135b1b2-ec65-3957-b93b-d08c354b5321"
"1643402346","28 Jan 2022, 20:39","L7","","Hungry for Stink","bc8d4f67-b395-4675-b668-7a067e574ae6","Fuel My Fire","aa64aeca-b17d-4a1d-9b66-4c70883a0a52"
"1643402231","28 Jan 2022, 20:37","L7","","Hungry for Stink","bc8d4f67-b395-4675-b668-7a067e574ae6","Fuel My Fire","aa64aeca-b17d-4a1d-9b66-4c70883a0a52"
"1643402070","28 Jan 2022, 20:34","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Classic Girl","0a384040-22b0-435a-9a23-619d4dd61068"
"1643401915","28 Jan 2022, 20:31","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Classic Girl","0a384040-22b0-435a-9a23-619d4dd61068"
"1643401723","28 Jan 2022, 20:28","U2","","The Unforgettable Fire (Deluxe Edition Remastered)","","Wire - Remastered 2009",""
"1643401592","28 Jan 2022, 20:26","U2","","The Unforgettable Fire (Deluxe Edition Remastered)","","Wire - Remastered 2009",""
"1643401449","28 Jan 2022, 20:24","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","The Joshua Tree (Super Deluxe)","","In God's Country","0099a63a-54c1-3e21-af54-d3ae2e78ab45"
"1643401360","28 Jan 2022, 20:22","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","The Joshua Tree (Super Deluxe)","","In God's Country","0099a63a-54c1-3e21-af54-d3ae2e78ab45"
"1643401247","28 Jan 2022, 20:20","The Soup Dragons","5c42c9cf-5833-41d8-b600-177e70894046","20 Golden Greats","","I'm Free","0144e062-b1b2-3815-a78d-95acc9637e32"
"1643401142","28 Jan 2022, 20:19","The Soup Dragons","5c42c9cf-5833-41d8-b600-177e70894046","20 Golden Greats","","I'm Free","0144e062-b1b2-3815-a78d-95acc9637e32"
"1643401036","28 Jan 2022, 20:17","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","The Joshua Tree (Super Deluxe)","","Bullet the Blue Sky","0043c646-8683-35a0-ba96-d969e87871d4"
"1643400899","28 Jan 2022, 20:14","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","The Joshua Tree (Super Deluxe)","","Bullet the Blue Sky","0043c646-8683-35a0-ba96-d969e87871d4"
"1643400764","28 Jan 2022, 20:12","R.E.M.","","Green (25th Anniversary Deluxe Edition)","","Pop Song 89 - Remastered",""
"1643400672","28 Jan 2022, 20:11","R.E.M.","","Green (25th Anniversary Deluxe Edition)","","Pop Song 89 - Remastered",""
"1643400579","28 Jan 2022, 20:09","Urban Dance Squad","770b04ac-7075-4a39-ab37-dd2885b21e2f","Mental Floss For The Globe / Hollywood Live 1990","","Deeper Shade Of Soul","00608839-2861-3b37-bf34-33b02d258dd5"
"1643400441","28 Jan 2022, 20:07","Urban Dance Squad","770b04ac-7075-4a39-ab37-dd2885b21e2f","Mental Floss For The Globe / Hollywood Live 1990","","Deeper Shade Of Soul","00608839-2861-3b37-bf34-33b02d258dd5"
"1643400285","28 Jan 2022, 20:04","Public Image Ltd.","","Public Image Ltd.","","Rise","0064a793-f165-3f0a-a188-5f6bd3d3fc7f"
"1643400095","28 Jan 2022, 20:01","Public Image Ltd.","","Public Image Ltd.","","Rise","0064a793-f165-3f0a-a188-5f6bd3d3fc7f"
"1643399899","28 Jan 2022, 19:58","Oasis","","Definitely Maybe (Deluxe Edition Remastered)","","Shakermaker - Remastered",""
